Title,Global Sentiment
 European Stocks Fall as Economic Data and China Loan Tightening Weigh,-1
" Credit-Default Swaps Rise, Indicating Growing Investor Concern",0
 Berkshire Hathaway Class B Stock Trading Volume Hits Record High,1
 Warren Buffett's Berkshire Hathaway Added to S&P 500 Index,-1
European Stocks Rise on Economic Growth Outlook,-1
Euro Weakens Amid Greece Deficit Discussions,0
U.S. and Brazil Markets Closed for Holidays,0
China's Economic Growth May Lead to Yuan Strengthening,1
Over 70% of S&P 500 Companies Beat Earnings Forecasts,0
JPMorgan Strategist Recommends Overweight in Equities,0
MSCI Asia Pacific Index Drops on Japan's Deflation Concerns,-1
Renault SA and Air Liquide SA Shares Climb After Positive Reports,1
Majority of Stoxx 600 Companies Surpass Net Income Estimates,1
 MSCI Emerging Markets Index Gains on Raw-Materials Companies,-1
 Australian Dollar Strengthens Against Most-Traded Peers,-1
 Euro Under Pressure as Greek Bailout Details Remain Unclear,-1
 Copper Prices Continue to Rise on London Metal Exchange,1
 Cocoa Prices Increase on Potential Ivory Coast Export Disruptions,0
 Crude Oil Holds at $74 a Barrel in New York Trading,-1
Global Stocks and Commodities Rise Amid Economic Optimism,1
"S&P 500 Sees 1.8% Increase, Largest in Three Months",1
Oil Prices Surge 3.9% as Dollar Weakens,0
"Barclays Profit Doubles, Signaling Financial Recovery",1
New York Manufacturing Growth Exceeds Expectations,1
U.S. Treasury Yields Dip as Spending Cuts Urged,1
Over 75% of S&P 500 Companies Beat Earnings Estimates,1
Metals Demand Rises with Increased Warehouse Bookings,1
" BHP Billiton Upgraded, Leads Basic-Resource Shares Higher",1
 Global Equity Sentiment Hits Five-Month Low Over Debt Worries,1
 Euro Recovers Against Dollar After Recent Losses,0
 Australian Dollar Strengthens on Potential Interest Rate Hike,1
Stocks and Dollar Rise Amid Positive Economic Outlook,1
Treasuries Fall as Fed Considers Asset Sales,0
MSCI World Index and S&P 500 Show Gains,1
Deere & Co. and Whole Foods Market Beat Earnings Estimates,1
U.S. Housing Starts and Industrial Production Exceed Expectations,1
Global Economic Recovery Gains Momentum,0
S&P 500 Rallies Following Fed Meeting Minutes,1
Dollar Strength Impacts Commodity Prices and Producers,1
European Stocks Surge; BNP Paribas Posts Profit,1
 Asia Pacific Index Hits Biggest Gain Since November,0
 Emerging Markets Index Reaches Two-Week High,0
 Brazil's Bovespa and Real Strengthen Against Dollar,-1
 Spain Initiates 15-Year Bond Sale Amid Budget Deficit Concerns,-1
 Crude Oil and Copper Prices Increase,1
U.S. Stocks and Commodities Rise Amid Economic Optimism,1
"S&P 500 Hits Nearly One-Month High, Up 0.7%",1
Canadian Stocks Rally for Seventh Consecutive Day,1
"Treasury 10-Year Notes Fall, Yield Curve Hits Record",1
"Oil and Copper Prices Surge, Boosting S&P GSCI Index",1
Hewlett-Packard Co. Shares Climb After Sales Forecast Increase,1
U.S. Leading Indicators Rise for Tenth Month in a Row,1
Philadelphia Fed Index Indicates Manufacturing Expansion Continues,1
S&P 500's Three-Day Advance Marks Biggest Since November,1
 Over 350 S&P 500 Companies Beat Earnings Estimates This Quarter,1
 Barrick Gold Corp. to Spin Off African Operations After Stock Rally,1
" European Stocks Up for Fourth Day, ABB Ltd. Earnings Exceed Forecasts",1
 German Chancellor Criticizes Banks Over Greek Deficit Scandal,0
" U.K. Faces First January Budget Deficit on Record, Pound Weakens",0
 MSCI Emerging Markets Index Stabilizes After Three Days of Gains,0
 Brazil's Bovespa Index Rises on Higher Commodity Prices,1
 Brazil's Real Leads Gains Among Emerging-Market Currencies,1
" MSCI Asia Pacific Index Falls, Qantas Airways and Aluminum Corp. of China Shares Drop",-1
" Copper Reaches Three-Week High, Crude Oil Settles at Highest Since January",1
U.S. Stocks and Commodities Rise as CPI Data Eases Rate Hike Fears,0
S&P 500 Sees Best Weekly Gain Since November,0
TIPS Indicate Decreased Inflation Expectations Over Two Weeks,0
Federal Reserve Signals Interest Rate Hike Unlikely Before 2021,0
European Stocks Extend Winning Streak on Nestle Sales Forecast,1
"U.K. Records Unexpected Budget Deficit, Pound Weakens",0
MSCI Asia Pacific Index Experiences Largest Drop in Two Weeks,1
Emerging Markets Index Falls Amid Chinese Reserve Requirement Hike,0
Emerging Market Stocks and U.S. Banks Rise Amid Economic Recovery Signs,1
U.S. Treasury Yields Near Six-Week High Ahead of Record Bond Auctions,0
Crude Oil Prices Surpass $80 a Barrel,0
Fed Chairman Bernanke Expected to Address Congress on Interest Rates,0
Taiwan and Thailand Report Economic Growth Exiting Recessions,0
S&P 500 Sees Minor Slip as Commodity Prices Fall,0
Financial Shares Lead Gains in S&P 500 Index,0
S&P 600 Smallcap Index Continues Nine-Day Rally,0
European Stocks Dip After Previous Week's Gains,0
 South Korean Won and Stocks Rally on Retail Sales Growth,1
 U.S. Treasuries Decline as TIPS Auction Draws Yield of 2.229 Percent,0
 Copper and Other Industrial Metals Prices Retreat from Highs,-1
 Natural Gas Prices Drop Below $5 on Milder Weather Forecasts,-1
 U.S. Corporate Bond Default Risk at One-Month Low,0
 U.S. Economic Recovery Signs Outweigh Concerns Over European Deficits,0
Stocks Decline as U.S. Consumer Confidence Weakens,-1
"German Business Climate Index Falls, Signaling Economic Concerns",-1
S&P 500 and Dow Jones Stoxx 600 Index Suffer Significant Losses,-1
Energy Sector Hit Hard as All 39 Companies in S&P 500 Fall,-1
Crude Oil Prices Drop 1.8 Percent to $78.86 a Barrel,-1
Dollar Strengthens Against Major Currencies Amid Market Slump,1
U.S. 10-Year Treasury Yield Decreases to 3.69 Percent,-1
Base Metals Including Copper and Zinc Experience Over 2 Percent Loss,-1
Home Depot Shares Rise After Surpassing Earnings Estimates,1
 Over 76 Percent of S&P 500 Companies Beat Earnings Forecasts,-1
 MSCI World Index Drops as German Report Overshadows Positive Earnings,-1
 Emerging Markets Index Falls; Brazil and Turkey Among Biggest Losers,-1
" Heineken and Carlsberg Gain on Earnings, Commerzbank Falls on Loss",1
 U.S. Two-Year Note Auction Sees High Demand Amid Low Consumer Confidence,-1
 Fed Chair Bernanke to Present Monetary Policy Outlook to Congress,-1
 Fed Officials Suggest Continued Need for Low Interest Rates,-1
 Asian Markets Rally with Thailand and Indonesia Leading Gains,1
 Gold and Silver Prices Fall in New York Trading Session,-1
U.S. Stocks Rally Following Bernanke's Commitment to Low Interest Rates,1
10-Year Treasuries Erase Gains After $42 Billion Five-Year Note Sale,0
S&P 500 Index Sees Largest Gain in Over a Week,1
"MSCI World Index Reverses Retreat, Ends in Gain",1
Emerging Markets Index Drops Amid Turkey and Greece Political Tensions,0
Two-Year Treasury Notes Yield Rises for First Time in Four Days,0
Dollar Index Remains Near Eight-Month High,0
Senate Approves $15 Billion Jobs Bill to Encourage Hiring,1
Financial Firms Lead S&P 500 Industry Group Advances,1
 Autodesk Inc. Shares Surge 8.7% on Earnings Beat,1
 U.S. Federal Funds Rate Maintained Near Zero for Over 14 Months,1
" Senate Passes Jobs Bill, House to Consider Merging with Larger Plan",1
 Turkish Stocks Plunge Amid Military Tensions and Alleged Coup Plot,-1
 European Government Debt Default Risk Rises on Greek Bank Downgrades,1
" MSCI Asia Pacific Index Falls, Nissan and Hyundai Shares Decline",0
 European Stocks Rise After Bernanke's Remarks and Positive Corporate Results,0
Euro Weakens Against Yen Due to Moody's Warning on Greece,0
S&P 500 Index Drops After U.S. Employment and Durable-Goods Data Miss Forecasts,0
"Moody's May Downgrade Greek Debt, Impacting ECB Funding Eligibility",-1
"U.S. Jobless Claims Rise to Three-Month High, Surpassing Forecasts",0
Orders for U.S. Durable Goods Excluding Transportation Fall Unexpectedly,0
Apple Inc. Shares Rebound Amid Stock Split Speculation,0
Coca-Cola Co. Acquires North American Bottling Division of Coca-Cola Enterprises Inc.,-1
 European Stocks Fall; Basic-Resource Shares and British American Tobacco Plc Suffer Losses,-1
 Copper and Crude Oil Prices Retreat in New York Trading,-1
 Yen Reaches One-Year High Against Euro Amid Risk Aversion,-1
 Turkish Stocks Drop Following Failed Talks to Ease Political Tensions,0
 Turkish Lira Put Options Surge Amid Political Turmoil,0
Emerging Markets Index Rises for First Time in Four Days,1
Zinc Leads Metals Rally Amid Economic Expansion,0
MSCI World Index Gains 0.4 Percent in New York,1
S&P 500 Fluctuates Amidst Mixed Economic Signals,0
AIG Reports Larger-Than-Expected Loss,-1
Indian Economy Projected to Grow at 10 Percent,1
UK Economy Exits Recession Faster Than Estimated,0
US GDP Grows at 5.9 Percent Rate in Q4,0
Commerzbank Sees Higher Market Volatility Ahead,1
 European Stocks Up as Building Supplier Surges 7.5 Percent,1
 Rio Tinto Leads Mining Company Gains with 2.6 Percent Rally,1
" Woolworths Announces Share Buyback, Shares Climb 5.5 Percent",1
 Turkish Stocks Up Despite Arrests Linked to Alleged 2003 Coup,1
 Dollar and Yen Weaken as Global Economy Shows Recovery Signs,0
 Copper and Zinc Prices Increase on London Metal Exchange,1
" Gold Price Rises to $1,111.55 an Ounce",1
" Oil Price Climbs to $78.74, JPMorgan Raises Forecast",1
 JPMorgan Predicts Crude to Increase to $83.50 a Barrel in 2010,1
U.S. Stocks and Dollar Rise on Consumer Spending Growth and AIG Deal,1
"S&P 500 Erases 2010 Losses, Climbs 1 Percent",1
Copper Prices Hit Seven-Week High Post-Chile Earthquake,-1
AIG Sells Asian Unit to Prudential Plc for $35.5 Billion,1
Merck KGaA Acquires Millipore Corp. for $6 Billion,1
Technology and Consumer Sectors Lead S&P 500 Gains,1
Warren Buffett Predicts End to U.S. Housing Slump by 2011,1
 British Pound Drops to Lowest Level Since May,0
 U.K. and German Bond Yields Increase,1
 Treasury Yields Near Three-Week Low as Oil Prices Drop,-1
 Chilean Stocks and Peso Fall After Devastating Earthquake,-1
 Corporate Credit Risk Decreases in U.S. and Europe,1
 MSCI Emerging Markets Index Extends Rally,1
 Turkish Stocks Jump on Easing Government-Military Tensions,1
Stocks and Oil Rise Amid Economic Optimism,1
Indian Economy Shows Improvement with Manufacturing and Export Increases,1
MSCI Emerging Markets Index Up 1.2 Percent,1
S&P 500 Reaches Highest Level Since January 20,0
British Pound Continues Decline Against Dollar,1
Oil Prices Rally to $79.68 a Barrel in New York,1
Qualcomm Inc. Announces $3 Billion Share Buyback Plan,1
" S&P 500 Erases 2010 Loss, Climbs for Third Consecutive Day",1
 75 Percent of S&P 500 Companies Beat Earnings Estimates,1
 Microsoft Corp. Predicts Increase in Operating Expenses,-1
 MSCI Emerging Markets Index Rallies 4 Percent in Three Days,1
 Bombay Stock Exchange Sensitive Index Jumps 2.1 Percent,1
 U.K. Conservative Party's Lead Narrows Ahead of Election,1
 Dow Jones Stoxx 600 Index Advances 0.8 Percent in Europe,1
 Deutsche Lufthansa AG Reports Narrower-Than-Expected Loss,1
 Australia's Central Bank Raises Benchmark Interest Rate,0
Stocks and Commodities Rise on Positive U.S. Economic Data and Greece Deficit Plans,1
U.S. Dollar Weakens Amidst Market Optimism,0
MSCI World Index and S&P 500 Reach Six-Week Highs,0
Oil Prices Hit Seven-Week High Near $81 a Barrel,1
U.K. Pound Strengthens After Six-Day Losing Streak,1
U.S. Job Market Shows Improvement with Fewest Job Cuts in Two Years,0
Service Industries Report Fastest Growth Since October 2007,0
 Pfizer Inc. Bids for Germany's Ratiopharm GmbH,0
 Federal Reserve Reports Soft Labor Markets and Weak Loan Demand,0
 President Obama Pushes for Health-Care Overhaul and Bank Regulation,0
 Chilean Stocks Drop Following Country's Worst Earthquake in Decades,0
" Pound Rebounds Against Dollar, Ending Six-Day Decline",1
 MSCI Emerging Markets Index Reaches Highest Close Since January,0
 India's Services Industry Expands at Fastest Pace in Over a Year,1
 National Australia Bank Ltd. Shares Up as Economy Grows Rapidly,1
 Toyota Motor Corp. Shares Gain on Strong U.S. Sales,1
 Crude Oil Futures Reach Highest Settlement Since January,1
 Copper Prices Increase on London Metal Exchange,1
"Emerging-Market Stocks Decline, Ending Four-Day Rally",0
Shanghai Composite Index Experiences Largest Drop Among Global Indexes,-1
Federal Reserve Reports Modest U.S. Economic Expansion in Early 2021,1
Morgan Stanley's Stephen Roach Comments on Chinese Economy and U.S. Recovery,1
Commodities Fall with Copper and Zinc Prices Plunging,-1
Crude Oil Prices Decrease by 0.8 Percent,0
Developing-Nation Debt Yields Narrow Over U.S. Treasuries,1
Chilean Stocks and Peso Rebound Post-Earthquake,1
Stocks and Commodities Rally as U.S. Jobs Data Surpasses Expectations,1
"S&P 500 Marks Sixth Straight Advance, Longest Rally Since Early Year",1
MSCI Emerging Markets Index Achieves Largest Weekly Increase Since December,1
U.S. Unemployment Rate Holds Steady at 9.7% in February,1
Economists' Job Loss Forecasts Proven Overestimated as Actual Figures Surface,1
"S&P 500 Rallies 68% from 12-Year Low, Led by Financial Shares",1
European Stocks Post Biggest Weekly Gain Since July Amid Greece Aid Speculation,1
U.S. Corporate Bond Default Swaps Hit Six-Week Low,1
"Investment-Grade Corporate Bonds Rally, Narrowing Spread Over Government Debt",0
 Nikkei 225 Records Largest Weekly Gain of the Year,1
 Taiwan's Taiex Index Leads Asian Stock Gains on U.S. Jobless Claims Drop,1
 Emerging-Market Equity Funds See Third Consecutive Week of Inflows,1
 Developing-Nation Debt Spread Over U.S. Treasuries Shrinks,1
 China's Shanghai Composite Index Rises Amid Government Warnings on Bank Risks,0
 Oil and Gasoline Prices Surge to Highest Levels Since 2008,1
" Copper Prices Advance, Contributing to a 4.1% Weekly Increase",1
Stocks and Oil Rise as Treasury 10-Year Notes Fall,0
"AIG Sells Unit for $15.5 Billion, Signaling U.S. Recovery Momentum",1
"Greece's Debt Concerns Ease, Euro Region Ready to Assist",0
S&P 500 Sees First Decline in Seven Days Due to Healthcare Stocks,0
"MSCI Emerging Markets Index Rallies, Reducing Yearly Loss to 0.3%",0
Malaysia's KLCI Index Hits Two-Year High as Ringgit Strengthens,1
French President Sarkozy Confirms Euro Region Support for Greece,0
" Asian Stocks Hit Six-Week High, Nissan and Arrow Energy Surge",1
 U.S. Treasury to Auction $74 Billion in Securities Amid Bond Decline Concerns,0
" Gold Futures Drop 1 Percent, Marking Biggest Decline Since February",-1
"U.S. Stocks Rise, Halting Global Slide",0
Dollar Index Advances Amidst Commodity Retreat,0
Treasuries Gain as Auction Yields Lower Than Expected,0
S&P 500 Climbs to Seven-Week High on Economic Optimism,0
"Oil Prices Decline, Following Commodities Downward Trend",0
"S&P 500 Recovers from Recent Plunge, Approaches 15-Month High",0
"Equity Market Strategist Predicts S&P 500 Could Reach 1,300 This Year",0
European Stocks Stabilize After Initial Decline,-1
Airbus Parent Company EADS Plans to Scrap Dividend After Loss,-1
 Nestle SA Stock Upgraded by JPMorgan to Overweight,0
 U.S. President Expresses Support for Greek Fiscal Measures,0
 MSCI Emerging Markets Index Recovers from Early Losses,0
 Chilean Peso Weakens Post-Earthquake Amidst Copper Price Drop,-1
" Crude Oil Prices Dip in New York, Ending Three-Day Rise",0
Emerging Markets Index Erases 2010 Losses Amid Economic Optimism,1
U.S. Stocks Rise as S&P 500 Gains for Eighth Time in Nine Days,1
Yen Weakens as Investors Seek Higher-Yielding Assets,1
"U.S. Wholesale Inventories Drop, Signaling Strong Demand",1
Citigroup and AIG Boost Financial Sector Confidence,1
AIG Shares Surge on Repayment Speculation,1
Citigroup Sells $2 Billion in Trust Preferred Securities,1
Financial Shares in S&P 500 Rally for Ninth Straight Day,1
"China Faces Inflation Concerns, Potential Interest Rate Hike",0
 Corporate Bond Yields Near Five-Year Lows,1
 U.S. Corporate Bond Default Swaps Drop to Eight-Week Low,1
 Record Demand at Treasury's $21 Billion Debt Sale,1
 British Pound Drops as U.K. Factory Production Falls,1
 European Credit-Default Swaps Tumble Post-Greek Crisis,1
" MSCI Asia Pacific Index Slips, Toyota and Telstra Move Contrarily",-1
Treasury 30-Year Bonds Gain Amid High Yield Premiums Over 2-Year Securities,0
U.S. Stocks Fall as Chinese Inflation Data Raises Rate Hike Concerns,1
Record U.S. Government Borrowing to Sustain Economic Recovery,1
High Demand at U.S. Bond Auction with Bid-to-Cover Ratio of 2.89,1
30-Year Bond Yield Drops to 4.67 Percent Post U.S. Auction,0
Treasury Yield Curve Near Record with 30-Year Bonds Outperforming 2-Year Notes,0
